session_id,raw_text,predicted_intent,confidence_score,destination,parsed_budget,no_results_flag,timestamp,segment_label
drift_67559_423,ai lập trình ra bạn,bot_challenge,0.958,,,0,2026-05-09 08:01:23.474943,reference
drift_49477_864,đi Đà Lạt 3 ngày 3 đêm nên đi đâu,ask_itinerary,0.968,Đà Lạt,3000000.0,0,2026-05-09 08:23:01.096970,reference
drift_69642_916,đi Hội An 4 ngày 1 đêm nên đi đâu,ask_itinerary,0.855,Hội An,3000000.0,0,2026-05-09 08:44:38.718998,reference
drift_95215_725,tháng 7 gấp ạ,inform,0.878,,,0,2026-05-09 09:06:16.341026,reference
drift_58819_797,thôi bot ơi,deny,0.908,,,0,2026-05-09 09:27:53.963053,reference
drift_30424_77,có nơi nào đẹp để đi chơi không shop,search_destination,0.904,,,0,2026-05-09 09:49:31.585081,reference
drift_89813_709,gợi ý lịch trình Vũng Tàu 3 ngày 4 đêm tư vấn với,ask_itinerary,0.862,Vũng Tàu,,0,2026-05-09 10:11:09.207108,reference
drift_57820_581,bye,goodbye,0.973,,,0,2026-05-09 10:32:46.829136,reference
drift_98634_736,muốn cắm trại ở Đà Nẵng,search_activity,0.989,Đà Nẵng,,0,2026-05-09 10:54:24.451163,reference
drift_66983_83,đi Nha Trang chi phí bao nhiêu,search_price,0.968,Nha Trang,3000000.0,0,2026-05-09 11:16:02.073191,reference
drift_63475_972,đi Sapa bằng gì,ask_transportation,0.902,Sapa,,0,2026-05-09 11:37:39.695218,reference
drift_84604_971,chính sách hủy tour,ask_policy_booking,0.969,,,0,2026-05-09 11:59:17.317246,reference
drift_88349_156,Đà Nẵng shop,inform,0.889,Đà Nẵng,20000000.0,0,2026-05-09 12:20:54.939273,reference
drift_33980_736,tháng 6 đi đâu đẹp ạ,search_destination,0.983,,,0,2026-05-09 12:42:32.561301,reference
drift_98343_495,ok cảm ơn tư vấn với,goodbye,0.863,,,0,2026-05-09 13:04:10.183328,reference
drift_20467_123,đi Hà Nội chi phí thế nào,search_travel,0.902,Hà Nội,,0,2026-05-09 13:25:47.805356,reference
drift_95424_561,nên đi đâu chơi,search_destination,0.892,,,0,2026-05-09 13:47:25.427383,reference
drift_20895_490,tìm chỗ chèo thuyền,search_activity,0.871,,,0,2026-05-09 14:09:03.049411,reference
drift_14836_840,Hà Giang có đặc sản gì,search_food_dining,0.884,Hà Giang,,0,2026-05-09 14:30:40.671439,reference
drift_34294_962,tìm chỗ leo núi bot ơi,search_activity,0.886,,,0,2026-05-09 14:52:18.293466,reference
drift_74537_250,tháng 12,inform,0.887,,,0,2026-05-09 15:13:55.915494,reference
drift_53857_556,có chỗ nào trekking không,search_activity,0.855,,,0,2026-05-09 15:35:33.537521,reference
drift_72915_388,tour này có hdv không,ask_tour_info,0.938,,10000000.0,0,2026-05-09 15:57:11.159549,reference
drift_18575_358,gợi ý lịch trình Sapa 4 ngày 1 đêm,ask_itinerary,0.919,Sapa,8000000.0,0,2026-05-09 16:18:48.781576,reference
drift_79904_812,đi lặn san hô ở đâu shop,search_activity,0.919,,,0,2026-05-09 16:40:26.403604,reference
drift_82304_922,đi máy bay nhé gấp ạ,inform,0.863,,,0,2026-05-09 17:02:04.025631,reference
drift_69955_210,tour giá rẻ,search_price,0.955,,,0,2026-05-09 17:23:41.647659,reference
drift_84194_115,muốn đi du lịch tháng 3,search_destination,0.988,,,0,2026-05-09 17:45:19.269686,reference
drift_23384_587,đi dù lượn ở đâu,search_activity,0.896,,,0,2026-05-09 18:06:56.891714,reference
drift_13081_298,giá tour này bao nhiêu nhé,search_price,0.971,,20000000.0,0,2026-05-09 18:28:34.513741,reference
drift_99901_75,đi xe khách nhé,inform,0.851,,15000000.0,0,2026-05-09 18:50:12.135769,reference
drift_43771_723,tháng 2 đi đâu đẹp nha,search_destination,0.901,,,0,2026-05-09 19:11:49.757796,reference
drift_10786_822,có được hoàn không,ask_policy_booking,0.923,,,0,2026-05-09 19:33:27.379824,reference
drift_97690_946,cho mình hỏi tour Hội An,search_travel,0.855,Hội An,15000000.0,0,2026-05-09 19:55:05.001852,reference
drift_17979_654,bye,goodbye,0.96,,,0,2026-05-09 20:16:42.623879,reference
drift_56482_761,có chỗ nào cắm trại không,search_activity,0.87,,,0,2026-05-09 20:38:20.245907,reference
drift_84257_831,tầm 8000k gấp ạ,inform,0.91,,2000000.0,0,2026-05-09 20:59:57.867934,reference
drift_82458_783,khoảng 2 ngày 4 đêm shop,inform,0.909,,3000000.0,0,2026-05-09 21:21:35.489962,reference
drift_68469_693,cắm trại shop,inform,0.881,,8000000.0,0,2026-05-09 21:43:13.111989,reference
drift_36548_191,ok,affirm,0.907,,,0,2026-05-09 22:04:50.734017,reference
drift_86449_893,cho mình hỏi tour Hội An,search_travel,0.926,Hội An,20000000.0,0,2026-05-09 22:26:28.356044,reference
drift_66938_199,giá tour này bao nhiêu,search_price,0.866,,20000000.0,0,2026-05-09 22:48:05.978072,reference
drift_93784_110,đi xe máy nhé,inform,0.851,,8000000.0,0,2026-05-09 23:09:43.600099,reference
drift_95683_752,ừ tư vấn với,affirm,0.924,,,0,2026-05-09 23:31:21.222127,reference
drift_99816_62,có homestay nào ở Sapa không,search_accommodation,0.938,Sapa,,0,2026-05-09 23:52:58.844154,reference
drift_42263_121,ok bạn,affirm,0.981,,,0,2026-05-10 00:14:36.466182,reference
drift_90817_914,ừ,affirm,0.873,,,0,2026-05-10 00:36:14.088209,reference
drift_45145_91,phương tiện đi Nha Trang,ask_transportation,0.918,Nha Trang,,0,2026-05-10 00:57:51.710237,reference
drift_92587_783,đi xe máy nhé gấp ạ,inform,0.984,,8000000.0,0,2026-05-10 01:19:29.332265,reference
drift_22760_47,đi Đà Nẵng chi phí bao nhiêu,search_price,0.964,Đà Nẵng,,0,2026-05-10 01:41:06.954292,reference
drift_85102_446,khoảng 4 ngày 4 đêm gấp ạ,inform,0.883,,15000000.0,0,2026-05-10 02:02:44.576320,reference
drift_43437_742,thông tin chi tiết tour Hội An,ask_tour_info,0.935,Hội An,,0,2026-05-10 02:24:22.198347,reference
drift_20983_783,tầm 20000k,inform,0.966,,5000000.0,0,2026-05-10 02:45:59.820375,reference
drift_97361_468,tour này có hdv không shop,ask_tour_info,0.945,,,0,2026-05-10 03:07:37.442402,reference
drift_41826_76,cho em xin tour Hà Giang 10 triệu,search_travel,0.91,Hà Giang,5000000.0,0,2026-05-10 03:29:15.064430,reference
drift_23446_549,có nơi nào đẹp để đi chơi không,search_destination,0.92,,,0,2026-05-10 03:50:52.686457,reference
drift_89496_31,đi Hội An bằng gì,ask_transportation,0.924,Hội An,,0,2026-05-10 04:12:30.308485,reference
drift_33648_714,cảm ơn,goodbye,0.862,,,0,2026-05-10 04:34:07.930512,reference
drift_73642_238,ok,affirm,0.904,,,0,2026-05-10 04:55:45.552540,reference
drift_76091_114,Vũng Tàu có gì đẹp,ask_location_feature,0.92,Vũng Tàu,,0,2026-05-10 05:17:23.174567,reference
drift_45752_276,tháng 2,inform,0.989,,3000000.0,0,2026-05-10 05:39:00.796595,reference
drift_54163_877,gợi ý lịch trình Hội An 4 ngày 2 đêm,ask_itinerary,0.875,Hội An,20000000.0,0,2026-05-10 06:00:38.418623,reference
drift_43495_144,cho em xin tour Vũng Tàu 2 triệu,search_travel,0.917,Vũng Tàu,,0,2026-05-10 06:22:16.040650,reference
drift_65442_917,tháng 5,inform,0.939,,5000000.0,0,2026-05-10 06:43:53.662678,reference
drift_42278_692,đăng ký tour Đà Lạt shop,book_tour,0.877,Đà Lạt,,0,2026-05-10 07:05:31.284705,reference
drift_99045_573,muốn trekking ở Vũng Tàu,search_activity,0.886,Vũng Tàu,,0,2026-05-10 07:27:08.906733,reference
drift_37639_691,tìm homestay giá rẻ Hà Giang,search_accommodation,0.894,Hà Giang,5000000.0,0,2026-05-10 07:48:46.528760,reference
drift_35723_264,có quán nào ngon ở Vũng Tàu,search_food_dining,0.94,Vũng Tàu,,0,2026-05-10 08:10:24.150788,reference
drift_11620_206,lịch trình tour Huế,ask_tour_info,0.873,Huế,10000000.0,0,2026-05-10 08:32:01.772815,reference
drift_35964_524,thời tiết hôm nay thế nào,out_of_scope,0.939,,,0,2026-05-10 08:53:39.394843,reference
drift_37615_20,đi tàu hỏa nhé nha,inform,0.988,,15000000.0,0,2026-05-10 09:15:17.016870,reference
drift_18708_587,Đà Nẵng có gì đẹp,ask_location_feature,0.927,Đà Nẵng,,0,2026-05-10 09:36:54.638898,reference
drift_68579_409,phương tiện đi Hội An tư vấn với,ask_transportation,0.955,Hội An,,0,2026-05-10 09:58:32.260925,reference
drift_98948_908,Hội An có gì chơi,ask_location_feature,0.983,Hội An,,0,2026-05-10 10:20:09.882953,reference
drift_54147_349,tìm tour Hà Giang 2 ngày 3 đêm,search_travel,0.858,Hà Giang,15000000.0,0,2026-05-10 10:41:47.504980,reference
drift_28938_393,du lịch tiết kiệm,search_price,0.862,,8000000.0,0,2026-05-10 11:03:25.127008,reference
drift_32514_937,có resort nào ở Sapa không,search_accommodation,0.958,Sapa,,0,2026-05-10 11:25:02.749036,reference
drift_78573_504,có xe khách đi Đà Nẵng không,ask_transportation,0.944,Đà Nẵng,,0,2026-05-10 11:46:40.371063,reference
drift_94232_565,đi Sapa bằng gì,ask_transportation,0.958,Sapa,,0,2026-05-10 12:08:17.993091,reference
drift_17007_98,tháng 5 ạ,inform,0.851,,20000000.0,0,2026-05-10 12:29:55.615118,reference
drift_73178_378,hi,greet,0.953,,,0,2026-05-10 12:51:33.237146,reference
drift_19099_766,cho thuê xe đạp xe,search_activity,0.875,,,0,2026-05-10 13:13:10.859173,reference
drift_58724_577,có xe khách đi Hà Giang không bot ơi,ask_transportation,0.983,Hà Giang,,0,2026-05-10 13:34:48.481201,reference
drift_20931_245,tháng 5,inform,0.855,,2000000.0,0,2026-05-10 13:56:26.103228,reference
drift_51544_257,nên đi đâu chơi,search_destination,0.865,,,0,2026-05-10 14:18:03.725256,reference
drift_32760_589,từ Vinh đi Huế bằng xe gì,search_travel,0.856,Huế,10000000.0,0,2026-05-10 14:39:41.347283,reference
drift_48911_428,cho thuê xe lặn san hô,search_activity,0.958,,,0,2026-05-10 15:01:18.969311,reference
drift_42131_595,khoảng 4 ngày 4 đêm bot ơi,inform,0.851,,,0,2026-05-10 15:22:56.591338,reference
drift_90230_234,không,deny,0.907,,,0,2026-05-10 15:44:34.213366,reference
drift_37713_829,tour này có hdv không,ask_tour_info,0.942,,,0,2026-05-10 16:06:11.835393,reference
drift_99473_90,ok bạn,affirm,0.897,,,0,2026-05-10 16:27:49.457421,reference
